CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI,Campaign_Duration,CTR,Lead_Conversion_Rate,Conversion_Rate,CPC,CPL,Cost_Per_Conversion,Revenue_Per_Click
CAMP01801,2025-02-01,2025-02-09,Email,184307,13295,2798,1220,1064.26,1780.81,67.32847236577527,8,7.213507897149864,21.04550582925912,9.176382098533283,0.08004964272282813,0.38036454610436027,0.872344262295082,0.1339458443023693
CAMP01802,2025-01-11,2025-01-24,Influencer,279117,25727,5422,1757,2313.27,6395.76,176.48134459012567,13,9.217281641748801,21.075135072103237,6.829401018385354,0.08991604151280756,0.4266451493913685,1.3166021627774616,0.24860108057682592
CAMP01803,2025-10-28,2025-11-11,Influencer,22804,768,291,86,4056.31,4520.1,11.433790809874008,14,3.3678302052271536,37.890625,11.197916666666668,5.281653645833333,13.939209621993127,47.166395348837206,5.885546875
CAMP01804,2025-08-05,2025-08-10,Search,93613,1941,227,47,1406.28,4139.16,194.33398754159913,5,2.0734299723329026,11.695002575991758,2.4214322514167956,0.7245131375579598,6.195066079295154,29.920851063829787,2.1324884080370943
CAMP01805,2025-10-16,2025-10-26,Search,29680,1552,664,221,3237.67,3761.7,16.185404936265886,10,5.22911051212938,42.78350515463917,14.239690721649485,2.0861275773195875,4.876009036144579,14.650090497737557,2.4237757731958762
CAMP01806,2025-04-12,2025-04-19,Display,21862,929,335,120,2811.04,5253.69,86.89488587853604,7,4.249382490165584,36.06027987082885,12.917115177610333,3.025877287405813,8.391164179104477,23.425333333333334,5.655209903121635
CAMP01807,2025-09-24,2025-10-09,Influencer,92438,9034,3943,1494,4608.53,12508.18,171.41366118914277,15,9.77303706267985,43.64622537082134,16.537524905911003,0.5101317245959708,1.1687877250824246,3.0846921017402944,1.3845671906132389
CAMP01808,2025-08-02,2025-08-15,Influencer,240953,2572,494,243,3756.23,6174.48,64.37971050761001,13,1.067428087635348,19.206842923794714,9.447900466562986,1.460431570762053,7.603704453441296,15.457736625514404,2.4006531881804043
CAMP01809,2025-06-28,2025-07-07,Display,175625,16509,7245,2618,1870.82,5051.54,170.0174255139458,9,9.400142348754448,43.88515355260767,15.858016839299777,0.11332121872917802,0.2582222222222222,0.7145989304812834,0.3059870373735538
CAMP01810,2025-03-29,2025-04-08,Influencer,204646,19637,5487,1525,2852.46,8347.25,192.6333761034335,10,9.595594343402754,27.942150022915925,7.765952029332383,0.1452594591841931,0.5198578458173866,1.8704655737704918,0.4250776595202933
CAMP01811,2025-02-10,2025-02-25,Email,65313,952,145,52,4564.94,5685.6,24.549282137333698,15,1.4575964968689235,15.231092436974789,5.46218487394958,4.795105042016806,31.482344827586203,87.78730769230768,5.972268907563025
CAMP01812,2025-03-17,2025-03-30,Search,169033,15223,7011,1597,1209.75,2364.42,95.44699318040918,13,9.005933752580857,46.05531104250148,10.490704854496485,0.07946856729948105,0.1725502781343603,0.7575140889167189,0.1553189253103856
CAMP01813,2025-02-15,2025-02-28,Search,298706,15643,5975,3518,2424.97,3544.31,46.15892155366871,13,5.236921923228861,38.19599821006201,22.489292335229816,0.15501949753883526,0.4058527196652719,0.6893035815804434,0.22657482580067762
CAMP01814,2025-06-09,2025-06-21,Search,162137,12801,2141,484,1186.24,3006.01,153.4065619099002,12,7.89517506799805,16.725255839387547,3.7809546129208655,0.09266776033122412,0.5540588510042036,2.450909090909091,0.2348261854542614
CAMP01815,2025-03-21,2025-04-03,Social,168156,2881,572,160,2150.28,2614.69,21.59765239875736,13,1.713290040200766,19.8542172856647,5.553627212773343,0.7463658451926415,3.7592307692307694,13.439250000000001,0.9075633460603957
CAMP01816,2025-11-06,2025-11-14,Email,255982,24566,5098,1892,385.29,982.3,154.95081626826547,8,9.596768522786759,20.752259220060246,7.701701538712041,0.015683872018236587,0.07557669674382111,0.2036416490486258,0.03998615973296426
CAMP01817,2025-03-27,2025-04-06,Email,73116,4729,2295,1315,4392.26,10325.49,135.08376097954127,10,6.467804584495869,48.5303446817509,27.80714738845422,0.9287925565658702,1.9138387799564271,3.3401216730038024,2.183440473673081
CAMP01818,2025-04-02,2025-04-11,Display,97080,8822,4009,1088,4893.4,11072.22,126.26844320922059,9,9.087350638648537,45.443210156427114,12.332804352754478,0.5546814781228746,1.2206036418059365,4.497610294117647,1.2550691453185219
CAMP01819,2025-05-28,2025-06-06,Social,67278,4747,1132,407,2882.26,5385.85,86.8620457557611,9,7.055798329320134,23.84663998314725,8.573836107014957,0.6071750579313251,2.546166077738516,7.081719901719902,1.1345797345692017
CAMP01820,2025-06-10,2025-06-18,Influencer,115549,6738,1931,1150,2814.96,5638.79,100.31510216841446,8,5.8312923521622855,28.658355595132086,17.067379044226776,0.4177738201246661,1.4577731745209737,2.447791304347826,0.836864054615613
CAMP01821,2025-07-21,2025-07-27,Email,116937,2984,638,281,4783.53,5744.14,20.081613369206437,6,2.551801397333607,21.380697050938338,9.416890080428955,1.6030596514745308,7.49769592476489,17.0232384341637,1.9249798927613941
CAMP01822,2025-08-30,2025-09-09,Social,147349,3833,1521,678,2026.88,3120.94,53.977541837701295,10,2.601307100828645,39.68171145316985,17.688494651708844,0.5287972867205845,1.332596975673899,2.9894985250737465,0.8142290633968171
CAMP01823,2025-12-19,2026-01-01,Social,241999,12712,2090,1232,3143.34,8885.53,182.67797947406262,13,5.252914268240778,16.44115796098175,9.691629955947137,0.24727344241661423,1.5039904306220095,2.5514123376623377,0.6989875707992449
CAMP01824,2025-01-02,2025-01-07,Email,71411,6308,1485,597,4202.58,7917.44,88.39474798814061,5,8.8333730097604,23.54153455928979,9.464172479391248,0.6662301838934686,2.830020202020202,7.039497487437186,1.255142675967026
CAMP01825,2025-08-13,2025-08-24,Display,213262,4344,1487,298,2578.15,4655.4,80.57133991427959,11,2.0369310988361735,34.23112338858195,6.860036832412524,0.5934967771639043,1.7337928715534634,8.651510067114094,1.071685082872928
CAMP01826,2025-10-16,2025-10-26,Social,196141,19585,8831,1875,1185.34,1297.56,9.467325830563386,10,9.9851637342524,45.0906305846311,9.573653306101608,0.06052284911922389,0.1342248895934775,0.6321813333333333,0.06625274444728108
CAMP01827,2025-08-21,2025-08-28,Search,71732,6372,2257,1066,4082.24,11302.21,176.86294779336833,7,8.883064740980316,35.42059008160703,16.72944130571249,0.6406528562460766,1.808701816570669,3.8294934333958723,1.773730382925298
CAMP01828,2025-03-18,2025-03-23,Social,187933,8519,4054,1153,1428.56,3581.14,150.68180545444363,5,4.532998462217918,47.58774504049771,13.534452400516491,0.1676910435497124,0.35238283177109025,1.2389939288811795,0.4203709355558164
CAMP01829,2025-04-26,2025-05-04,Influencer,266200,8726,4121,1612,4234.5,5010.68,18.32990908017476,8,3.277986476333584,47.22667889067156,18.473527389410958,0.4852738941095576,1.0275418587721428,2.6268610421836227,0.5742241576896631
CAMP01830,2025-06-03,2025-06-16,Email,290542,27014,10463,4400,4728.6,6148.97,30.037854756164613,13,9.297795155261547,38.73176871251943,16.287850744058634,0.17504257051899016,0.45193539137914557,1.0746818181818183,0.22762160361294145
CAMP01831,2025-04-13,2025-04-19,Influencer,84906,1790,378,176,2775.64,3462.12,24.732313988845817,6,2.1082137893670647,21.11731843575419,9.83240223463687,1.5506368715083798,7.342962962962963,15.770681818181817,1.934145251396648
CAMP01832,2025-07-13,2025-07-20,Display,33517,1382,515,120,341.56,787.77,130.63883358707108,7,4.123280723215085,37.26483357452967,8.683068017366136,0.24714905933429812,0.6632233009708738,2.8463333333333334,0.5700217076700435
CAMP01833,2025-06-15,2025-06-21,Search,202855,3560,630,317,4782.53,6302.48,31.781295674047,6,1.754948115649109,17.696629213483146,8.904494382022472,1.3434073033707865,7.59131746031746,15.086845425867507,1.7703595505617977
CAMP01834,2025-12-25,2025-12-31,Email,291708,27949,6519,3703,4173.49,12479.57,199.02000484007388,6,9.581156498964718,23.324626999177074,13.249132348205661,0.14932519947046405,0.6402040190213223,1.1270564407237373,0.4465122186840316
CAMP01835,2025-03-31,2025-04-14,Social,254717,16705,6734,2035,675.06,1449.57,114.73202382010487,14,6.558258773462312,40.311284046692606,12.181981442681831,0.04041065549236755,0.10024651024651024,0.3317248157248157,0.08677461837773122
CAMP01836,2025-06-23,2025-07-08,Search,12111,487,214,75,3184.0,8725.03,174.02732412060305,15,4.021137808603749,43.94250513347023,15.400410677618071,6.537987679671458,14.878504672897197,42.45333333333333,17.9158726899384
CAMP01837,2025-05-02,2025-05-17,Social,105190,3659,975,485,1646.5,4050.58,146.01153962951716,15,3.4784675349367813,26.646624760863624,13.254987701557802,0.4499863350642252,1.6887179487179487,3.394845360824742,1.1070183110139382
CAMP01838,2025-05-23,2025-06-04,Display,136382,6814,2108,631,1718.62,1802.78,4.8969522058395745,12,4.996260503585518,30.93630760199589,9.260346345758732,0.2522189609627238,0.8152846299810246,2.7236450079239303,0.26457000293513355
CAMP01839,2025-04-16,2025-04-23,Email,154060,2807,714,297,2943.51,5422.72,84.22631484180451,7,1.8220173958198103,25.43640897755611,10.580691129319558,1.0486319914499467,4.122563025210084,9.910808080808081,1.9318560741004631
CAMP01840,2025-11-01,2025-11-12,Display,158115,14236,4152,1926,3588.21,6183.36,72.32436228648824,11,9.003573348512159,29.165495925821862,13.529081202584997,0.25205184040460804,0.8642124277456648,1.8630373831775702,0.4343467266085979
CAMP01841,2025-12-26,2026-01-07,Display,106850,5981,1824,1006,155.05,450.32,190.43534343760075,12,5.5975666822648575,30.496572479518473,16.81992977762916,0.025923758568801206,0.08500548245614035,0.15412524850894632,0.07529175723123223
CAMP01842,2025-11-13,2025-11-20,Display,239727,18041,6796,2298,848.1,1422.02,67.6712651809928,7,7.525643753102488,37.66975223102932,12.737653123441051,0.047009589268887535,0.12479399646851089,0.36906005221932114,0.07882157308353195
CAMP01843,2025-05-03,2025-05-09,Display,94937,2946,1179,468,4523.73,10743.26,137.48676424101353,6,3.1031104837945165,40.020366598778004,15.885947046843176,1.535549898167006,3.836921119592875,9.666089743589742,3.646727766463001
CAMP01844,2025-01-09,2025-01-21,Social,153453,8491,4160,1139,2525.46,5502.88,117.89614565267317,12,5.533290323421504,48.99305146625839,13.41420327405488,0.2974278647980214,0.6070817307692308,2.217260755048288,0.6480838534919326
CAMP01845,2025-09-19,2025-09-26,Influencer,158141,4585,1261,407,2510.2,6208.43,147.3281013465063,7,2.899311374026976,27.502726281352235,8.876772082878952,0.5474809160305343,1.990642347343378,6.167567567567567,1.3540741548527808
CAMP01846,2025-03-14,2025-03-25,Social,179036,14940,1990,473,4217.54,4734.38,12.254537004983952,11,8.344690453316652,13.319946452476572,3.1659973226238285,0.28229852744310574,2.1193668341708545,8.916575052854123,0.3168929049531459
CAMP01847,2025-12-25,2025-12-30,Search,202806,16178,6071,1694,733.94,2100.23,186.15826906831617,5,7.97708154591087,37.52627024354061,10.471010013598715,0.0453665471628137,0.12089276890133423,0.433258559622196,0.129820126097169
CAMP01848,2025-08-11,2025-08-21,Display,113841,2656,794,268,3596.96,10740.58,198.60159690405231,10,2.3330785920713977,29.89457831325301,10.090361445783133,1.354277108433735,4.530176322418136,13.421492537313434,4.043893072289157
CAMP01849,2025-02-10,2025-02-23,Search,273054,4561,1990,735,2580.51,5441.61,110.87343199600078,13,1.6703655687153458,43.630782723087044,16.114887086165314,0.5657772418329314,1.2967386934673368,3.5108979591836738,1.1930738873054154
CAMP01850,2025-07-23,2025-07-30,Social,76020,6399,1014,489,3733.79,4960.91,32.8652655880486,7,8.417521704814522,15.84622597280825,7.641819034224097,0.5834958587279262,3.6822386587771203,7.635562372188139,0.7752633223941241
CAMP01851,2025-09-21,2025-10-02,Display,202184,4017,1437,550,3428.41,9389.99,173.88760387468244,11,1.9868040992363394,35.77296489917849,13.691809808314662,0.8534752302713468,2.3858107167710507,6.233472727272727,2.33756285785412
CAMP01852,2025-11-24,2025-12-04,Social,253920,15073,4276,939,3365.77,7723.23,129.46398595269432,10,5.93612161310649,28.368606116897766,6.229682213228952,0.22329794997677968,0.7871304957904584,3.5844195953141638,0.5123883765673721
CAMP01853,2025-06-27,2025-07-09,Display,299965,17429,4666,2343,4294.59,9653.69,124.78723230855566,12,5.810344540196357,26.77147283263526,13.443112054621608,0.24640484250387287,0.9204007715387913,1.8329449423815622,0.5538866257387114
CAMP01854,2025-12-14,2025-12-21,Social,136065,3845,1253,517,2798.82,7752.24,176.98244260081032,7,2.825855289751222,32.58777633289987,13.446033810143042,0.7279115734720416,2.233695131683959,5.413578336557061,2.016187256176853
CAMP01855,2025-11-14,2025-11-21,Email,100765,6370,2380,1370,2098.46,5168.4,146.29490197573455,7,6.32163945814519,37.362637362637365,21.50706436420722,0.32942857142857146,0.8817058823529412,1.5317226277372262,0.8113657770800627
CAMP01856,2025-03-25,2025-04-02,Influencer,267069,14755,6497,2950,1072.63,3045.77,183.953460186644,8,5.524789473881282,44.03253134530667,19.993222636394442,0.07269603524229076,0.16509619824534402,0.3636033898305085,0.20642290748898678
CAMP01857,2025-11-14,2025-11-21,Influencer,213630,11926,2314,957,1785.49,5205.0,191.51661448677956,7,5.582549267424987,19.402985074626866,8.024484319973167,0.1497140700989435,0.7716032843560934,1.8657157784743992,0.43644138856280396
CAMP01858,2025-04-21,2025-05-04,Display,202592,8584,1864,592,4362.65,7371.84,68.9761956608942,13,4.237087347970305,21.714818266542405,6.896551724137931,0.5082304287045666,2.3404774678111586,7.369341216216216,0.8587884436160298
CAMP01859,2025-09-08,2025-09-23,Email,30044,2567,819,241,1753.62,2447.75,39.5826918032413,15,8.5441352682732,31.904947409427347,9.388391118036617,0.6831398519672769,2.141172161172161,7.276431535269709,0.953544994156603
CAMP01860,2025-01-07,2025-01-15,Search,169371,2979,710,207,4928.58,8728.06,77.09076447982989,8,1.7588607258621607,23.833501174890902,6.948640483383686,1.6544410876132931,6.941661971830986,23.809565217391302,2.929862369922793
CAMP01861,2025-03-25,2025-04-04,Email,212835,10530,3446,1250,3079.14,9037.33,193.50175698409296,10,4.947494538022411,32.72554605887939,11.870845204178536,0.2924159544159544,0.8935403366221706,2.4633119999999997,0.8582459639126305
CAMP01862,2025-07-27,2025-08-08,Display,198719,6633,1194,320,4093.34,5660.31,38.280963711785496,12,3.3378791157362913,18.000904568068748,4.824363033318257,0.6171174430875923,3.4282579564489115,12.7916875,0.8533559475350521
CAMP01863,2025-11-10,2025-11-25,Email,209636,18103,4038,2171,2516.98,5492.59,118.22143997965817,15,8.635444293918985,22.305695188642765,11.99248743302215,0.13903662376401701,0.6233234274393264,1.1593643482266236,0.30340772247693754
CAMP01864,2025-01-22,2025-02-03,Search,43503,1316,302,157,3307.32,3864.6,16.849896593011856,12,3.025078730202515,22.9483282674772,11.930091185410333,2.513161094224924,10.951390728476822,21.065732484076435,2.936626139817629
CAMP01865,2025-01-03,2025-01-12,Display,201289,15908,7905,3885,4948.7,13188.15,166.49726190716757,9,7.903064747701066,49.69197887855167,24.421674629117426,0.31108247422680413,0.626021505376344,1.2737966537966539,0.8290262760875031
CAMP01866,2025-05-07,2025-05-16,Influencer,162054,10539,4655,1021,2551.32,5960.94,133.64140915290906,9,6.503387759635677,44.169276022393014,9.687826169465794,0.24208368915456877,0.5480816326530613,2.4988442703232128,0.5656077426700825
CAMP01867,2025-10-24,2025-11-03,Email,263416,23373,10169,2326,1390.46,2842.41,104.42227751966972,10,8.873037324991648,43.50746587943353,9.951653617421812,0.05949000984041415,0.13673517553348413,0.5977901977644025,0.12161083301245025
CAMP01868,2025-07-07,2025-07-21,Influencer,274703,17427,5322,2419,3284.4,7422.69,125.99835586408471,14,6.343942366847104,30.53881907385092,13.880759740632351,0.18846617317954897,0.6171364148816235,1.3577511368334023,0.4259304527457394
CAMP01869,2025-12-28,2026-01-08,Influencer,41549,2496,715,357,4606.08,5684.36,23.409927747672636,11,6.007364798190089,28.645833333333332,14.302884615384615,1.8453846153846154,6.44206993006993,12.90218487394958,2.2773878205128204
CAMP01870,2025-01-14,2025-01-28,Social,123755,10160,1300,273,184.27,501.75,172.29066044391382,14,8.209769302250415,12.795275590551181,2.6870078740157477,0.018136811023622048,0.14174615384615386,0.674981684981685,0.049384842519685036
CAMP01871,2025-01-12,2025-01-23,Search,186442,11302,2022,639,4963.52,8340.11,68.02813326026691,11,6.061938833524635,17.89063882498673,5.6538665722880905,0.43917182799504517,2.454757665677547,7.767636932707356,0.7379322243850647
CAMP01872,2025-03-28,2025-04-05,Email,64289,5529,2533,644,2768.29,3704.65,33.8244909312247,8,8.600227099503803,45.812986073431,11.647675890757823,0.5006854765780431,1.0928898539281484,4.298586956521739,0.6700397901971423
CAMP01873,2025-01-12,2025-01-22,Influencer,223147,3221,999,292,4017.28,4136.15,2.9589672614306055,10,1.443443111491528,31.015212666873644,9.065507606333437,1.2472151505743558,4.0213013013013015,13.757808219178083,1.2841198385594534
CAMP01874,2025-01-25,2025-02-05,Influencer,83740,4569,2261,921,679.29,761.76,12.140617409353888,11,5.456173871507045,49.48566425913767,20.15758371634931,0.1486736703873933,0.30043785935426803,0.737557003257329,0.1667235718975706
CAMP01875,2025-10-28,2025-11-06,Search,269396,22398,7541,1837,1528.36,3581.39,134.32895391138214,9,8.314154627388676,33.66818465934458,8.201625145102241,0.0682364496830074,0.20267338549264022,0.8319869352204681,0.1598977587284579
CAMP01876,2025-08-31,2025-09-09,Influencer,238267,20575,5164,1507,4888.08,11911.93,143.69343382268704,9,8.635270515849866,25.098420413122724,7.324422843256379,0.2375737545565006,0.946568551510457,3.2435832780358327,0.5789516403402187
CAMP01877,2025-05-02,2025-05-08,Influencer,145938,12414,2602,1108,1510.73,1960.55,29.775009432525994,6,8.506352012498459,20.960206218785242,8.925406798775576,0.12169566618334139,0.5806033820138355,1.3634747292418772,0.15793056226840663
CAMP01878,2025-05-27,2025-06-07,Influencer,264128,17008,7948,3204,2119.85,4687.91,121.14347713281602,11,6.439302156530167,46.730950141110064,18.838193791157103,0.12463840545625587,0.26671489682939103,0.6616260923845193,0.2756297036688617
CAMP01879,2025-02-24,2025-03-06,Influencer,174069,17312,4298,2333,1475.44,2900.76,96.60304722659005,10,9.945481389563907,24.826709796672827,13.47620147874307,0.0852264325323475,0.3432852489530014,0.6324217745392199,0.16755776340110906
CAMP01880,2025-08-26,2025-09-10,Social,132661,3492,553,143,2395.49,6885.54,187.43764323791794,15,2.632273237801615,15.83619702176403,4.095074455899198,0.6859936998854524,4.331808318264014,16.75167832167832,1.9718041237113402
CAMP01881,2025-12-22,2025-12-27,Social,262519,6747,1425,495,879.36,2049.27,133.0410753275109,5,2.570099688022581,21.120497999110714,7.336594041796355,0.13033348154735439,0.6170947368421053,1.7764848484848486,0.30373054690973766
CAMP01882,2025-06-22,2025-06-30,Display,130645,1692,606,345,2593.35,5292.15,104.06616924055758,8,1.2951127100156914,35.815602836879435,20.390070921985814,1.5327127659574467,4.279455445544555,7.5169565217391305,3.1277482269503545
CAMP01883,2025-08-09,2025-08-16,Email,12553,1243,190,98,1562.35,2449.07,56.75552853073897,7,9.902015454473034,15.285599356395815,7.884151246983105,1.2569187449718422,8.222894736842104,15.94234693877551,1.9702896218825423
CAMP01884,2025-04-29,2025-05-06,Search,168903,6979,953,418,4094.12,7875.41,92.35904174767717,7,4.131957395664967,13.65525146869179,5.989396761713713,0.5866341882791231,4.296033578174186,9.794545454545455,1.1284439031379854
CAMP01885,2025-11-05,2025-11-16,Display,72323,5683,1608,816,2009.84,3003.11,49.42035186880549,11,7.857804571159935,28.294914657751185,14.35861340841105,0.3536582790779518,1.2499004975124377,2.4630392156862744,0.5284374450114376
CAMP01886,2025-07-02,2025-07-17,Social,257851,3964,529,200,3984.33,9390.18,135.67776765478766,15,1.5373219417415485,13.34510595358224,5.045408678102927,1.0051286579212917,7.531814744801512,19.92165,2.3688647830474268
CAMP01887,2025-10-15,2025-10-29,Social,49810,1837,472,266,3244.6,7099.73,118.81680330395116,14,3.6880144549287293,25.694066412629287,14.48013064779532,1.7662493195427327,6.874152542372881,12.197744360902256,3.8648502994011973
CAMP01888,2025-11-03,2025-11-11,Social,63719,4214,965,424,4583.96,7300.22,59.25575266799885,8,6.613412012115695,22.899857617465592,10.061699098243949,1.0877930707166588,4.7502176165803105,10.811226415094339,1.732373042240152
CAMP01889,2025-10-27,2025-11-08,Display,247020,14137,3627,1734,4072.06,4170.37,2.4142571573110403,12,5.723018379078617,25.656079790620357,12.265685789064158,0.2880427247648016,1.1227074717397298,2.3483621683967706,0.29499681686354956
CAMP01890,2025-03-23,2025-04-07,Social,212542,6099,1799,828,4515.48,13390.97,196.55695518527378,15,2.869550488844558,29.496638793244795,13.575996064928677,0.740363994097393,2.5099944413563087,5.453478260869565,2.1956009181833087
CAMP01891,2025-07-30,2025-08-12,Display,297139,15315,2666,1250,2675.65,2959.22,10.598172406704903,13,5.154153443337966,17.407770159973882,8.161932745674177,0.17470780280770487,1.0036196549137284,2.14052,0.19322363695723146
CAMP01892,2025-05-30,2025-06-06,Social,234077,4632,1282,585,4575.88,9582.01,109.40256300427458,7,1.9788360240433702,27.677029360967186,12.629533678756477,0.9878842832469775,3.5693291731669268,7.822017094017094,2.0686550086355786
CAMP01893,2025-02-06,2025-02-15,Influencer,199029,11711,2864,657,858.22,2320.66,170.40385915033437,9,5.8840671459938,24.45563999658441,5.61011015284775,0.07328323798138503,0.29965782122905027,1.3062709284627094,0.1981607036119887
CAMP01894,2025-12-18,2025-12-26,Influencer,137749,2579,1078,475,513.75,1151.9,124.21411192214113,8,1.872245896521935,41.79914695618457,18.417991469561844,0.19920511826289258,0.4765769944341373,1.081578947368421,0.4466459868165956
CAMP01895,2025-11-08,2025-11-22,Email,289036,19433,7343,3769,2677.51,5820.53,117.3859294643157,14,6.723383938332941,37.78623990119899,19.39484382236402,0.13778160860392116,0.36463434563529895,0.7104032899973468,0.29951783049451963
CAMP01896,2025-12-27,2026-01-06,Social,32057,768,344,68,4147.64,10079.59,143.01988600746446,10,2.3957326013039273,44.79166666666667,8.854166666666668,5.400572916666667,12.057093023255815,60.994705882352946,13.124466145833333
CAMP01897,2025-02-28,2025-03-15,Email,198637,11766,4325,2407,1139.66,1841.98,61.62539704824245,15,5.923367751224596,36.75845656977732,20.45724970253272,0.09686044535101139,0.26350520231213875,0.47347735770668886,0.15655107938126805
CAMP01898,2025-05-11,2025-05-25,Display,255696,5528,820,476,4846.21,8622.77,77.92811289646961,14,2.161942306488956,14.833574529667148,8.610709117221418,0.8766660636758321,5.9100121951219515,10.181113445378152,1.5598353835021708
CAMP01899,2025-07-21,2025-07-29,Email,121089,5577,1688,424,1007.68,1178.03,16.905168307399176,8,4.605703243069147,30.26716872870719,7.602653756499911,0.18068495606957144,0.5969668246445498,2.3766037735849057,0.21123005199928277
CAMP01900,2025-08-31,2025-09-12,Social,65753,2739,1087,450,3572.63,3606.19,0.9393639979510877,12,4.165589402764893,39.68601679445053,16.42935377875137,1.3043556042351223,3.2866881324747013,7.939177777777778,1.3166082511865644
CAMP01901,2025-02-04,2025-02-11,Display,180103,14061,6140,1499,4584.09,7009.59,52.911264831187864,7,7.807199213783224,43.66688002275798,10.660692696109807,0.3260145082142095,0.7465944625407166,3.0580987324883258,0.49851290804352466
CAMP01902,2025-04-03,2025-04-18,Display,183953,12454,2148,672,4830.26,12696.17,162.8465134382,15,6.770207607377972,17.2474706921471,5.39585675285049,0.38784808093785134,2.2487243947858473,7.187886904761905,1.0194451581821102
CAMP01903,2025-07-26,2025-08-04,Influencer,188937,17823,3375,1514,3340.92,7427.56,122.3207978640614,9,9.433303164546912,18.93620602592156,8.494641755035628,0.1874499242551759,0.9899022222222222,2.20668428005284,0.4167401671996858
CAMP01904,2025-12-19,2025-12-24,Display,122819,11418,5079,1631,2913.62,3726.04,27.883526334937297,5,9.296607202468673,44.48239621650026,14.284463128393766,0.2551777894552461,0.5736601693246702,1.7864009809932555,0.3263303555789105
CAMP01905,2025-11-28,2025-12-08,Display,233140,17543,5160,1786,545.22,1010.26,85.29400975752905,10,7.524663292442309,29.41344125862167,10.180698854243857,0.031079062874080833,0.10566279069767442,0.30527435610302356,0.057587641794447926
CAMP01906,2025-11-01,2025-11-16,Email,186756,14819,4163,2075,197.06,204.76,3.9074393585709877,15,7.934952558418471,28.09231392131723,14.002294351845604,0.013297793373372023,0.04733605572904156,0.09496867469879518,0.013817396585464607
CAMP01907,2025-12-16,2025-12-25,Display,80705,5346,1591,684,4930.22,12840.88,160.45247473743564,9,6.624124899324702,29.760568649457536,12.794612794612794,0.9222259633370745,3.098818353236958,7.207923976608187,2.4019603441825663
CAMP01908,2025-08-01,2025-08-13,Search,61438,4438,751,305,1444.4,2776.31,92.21199113818885,12,7.223542433021908,16.922036953582694,6.872465074357819,0.3254619197836864,1.923302263648469,4.735737704918033,0.6255768364127986
CAMP01909,2025-06-08,2025-06-21,Influencer,62314,4084,1433,472,453.98,705.39,55.37909158993788,13,6.553904419552589,35.08814887365328,11.557296767874632,0.11116062683643488,0.3168039078855548,0.9618220338983051,0.1727203721841332
CAMP01910,2025-01-24,2025-02-05,Influencer,297884,11337,4797,2310,2738.55,6945.69,153.6265541983896,12,3.8058438855393373,42.31278115903678,20.375760783275997,0.24155861338978568,0.5708880550343965,1.1855194805194806,0.6126567875099233
CAMP01911,2025-10-20,2025-11-01,Display,212360,8826,3837,1418,1631.73,4798.43,194.07009738130697,12,4.156149934074214,43.473827328348065,16.06616813958758,0.18487763426240653,0.4252619233776388,1.1507263751763046,0.5436698391117154
CAMP01912,2025-01-04,2025-01-11,Email,61010,3765,422,236,1852.21,3345.88,80.64258372430773,7,6.171119488608425,11.208499335989377,6.268260292164675,0.49195484727755645,4.3891232227488155,7.848347457627119,0.8886799468791501
CAMP01913,2025-08-08,2025-08-16,Influencer,130871,9791,3780,1665,1833.44,4640.21,153.08763853739418,8,7.481412994475475,38.60688387294454,17.005413134511286,0.1872576856296599,0.48503703703703704,1.1011651651651653,0.47392605453988357
CAMP01914,2025-12-30,2026-01-14,Influencer,113159,5267,718,298,1318.58,2165.82,64.25397018004219,15,4.654512676852924,13.632048604518701,5.657869755078792,0.2503474463641542,1.8364623955431754,4.424765100671141,0.4112056198974749
CAMP01915,2025-01-20,2025-01-28,Search,277733,6343,3087,1609,4841.63,12181.85,151.60638049582477,8,2.2838481563227995,48.66782279678385,25.366545798518054,0.7633028535393347,1.5683932620667316,3.0090926041019266,1.9205186820116664
CAMP01916,2025-06-01,2025-06-16,Display,278539,14302,4189,1651,1399.58,4101.07,193.021477871933,15,5.134649007858863,29.289609844776955,11.543840022374493,0.09785904069360928,0.3341083790880878,0.8477165354330708,0.28674800727171024
CAMP01917,2025-02-19,2025-02-28,Influencer,148905,14397,5905,1840,2829.54,6509.93,130.07025876997676,9,9.668580638662235,41.01548933805654,12.780440369521429,0.1965367784955199,0.4791769686706181,1.5377934782608695,0.45217267486281865
CAMP01918,2025-06-26,2025-07-09,Influencer,215975,6321,2204,577,1269.26,1875.83,47.78926303515434,13,2.926727630512791,34.86790064863155,9.128302483784212,0.20080050624901122,0.5758892921960073,2.1997573656845755,0.29676158835627275
CAMP01919,2025-04-06,2025-04-19,Influencer,154500,10570,5081,2158,3833.11,9123.78,138.02551974767226,13,6.841423948220064,48.070009460737936,20.416272469252604,0.3626404919583728,0.7544007085219445,1.7762326227988878,0.8631769157994325
CAMP01920,2025-04-15,2025-04-29,Influencer,91491,9005,4407,1630,1222.19,3286.74,168.92218067567234,14,9.84249816921883,48.93947806774015,18.101054969461412,0.1357234869516935,0.2773292489221693,0.7498098159509203,0.3649905607995558
CAMP01921,2025-09-07,2025-09-12,Email,126656,5555,1175,421,3111.81,5624.37,80.74271886779721,5,4.385895654370894,21.152115211521153,7.578757875787579,0.5601818181818182,2.648348936170213,7.39147268408551,1.0124878487848785
